Sequence #,Timestamp,PGN,Name,Manufacturer,Remote Address,Local Address,Priority,Single Frame,Size,Packet
2490,541190,60928,ISO IOP_N2K_ADDR Claim,Garmin,6,255,6,1,8,0x8CAEB71C00AAA0C0
2491,541194,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF917AFF7FFF7FFD
2492,541198,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2493,541202,60928,ISO IOP_N2K_ADDR Claim,Garmin,1,255,6,1,8,0x80AAA41C009650C0
2494,541210,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2495,541214,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
2496,541218,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE9808FFFFFF7FF11D681296386009FFFFFF7FF11A000000006C07FFFFFF7FF1151631503B9808FFFFFF7FF114D1150A2FD007FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E95659808FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
2497,541224,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
2498,541228,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2499,541232,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2500,541238,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF927AFF7FFF7FFD
2501,541242,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2502,541246,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2503,541269,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2504,541324,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF927AFF7FFF7FFD
2505,541328,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2506,541340,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2507,541369,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2508,541419,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2509,541478,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
2510,541481,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2511,541485,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2512,541489,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2513,541526,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
2514,541530,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2515,541534,60928,ISO IOP_N2K_ADDR Claim,Garmin,3,255,6,1,8,0xA411AD1C00BE78C0
2516,541539,60928,ISO IOP_N2K_ADDR Claim,Garmin,6,255,6,1,8,0x8CAEB71C00AAA0C0
2517,541543,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2518,541578,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2519,541590,60928,ISO IOP_N2K_ADDR Claim,Garmin,1,255,6,1,8,0x80AAA41C009650C0
2520,541626,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
2521,541630,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2522,541640,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2523,541669,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2524,541673,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2525,541727,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
2526,541783,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2527,541787,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2528,541791,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2529,541828,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
2530,541832,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2531,541840,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2532,541869,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2533,541919,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2534,541928,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
2535,541933,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2536,541940,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2537,541969,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2538,542029,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
2539,542079,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2540,542083,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2541,542087,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2542,542130,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
2543,542134,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2544,542140,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2545,542174,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
2546,542195,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE9808FFFFFF7FF11D681296386009FFFFFF7FF11A000000000807FFFFFF7FF1151631503B9808FFFFFF7FF114D1150A2FD007FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E95659808FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
2547,542202,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
2548,542210,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2549,542214,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2550,542230,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
2551,542235,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2552,542240,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2553,542269,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2554,542331,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
2555,542387,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2556,542391,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2557,542395,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2558,542419,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2559,542432,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
2560,542436,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2561,542440,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2562,542469,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2563,542533,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
2564,542537,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2565,542541,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2566,542576,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2567,542633,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
2568,542681,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2569,542685,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2570,542689,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2571,542693,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2572,542734,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
2573,542738,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2574,542742,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2575,542769,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2576,542835,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
2577,542839,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2578,542843,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2579,542869,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2580,542919,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2581,542981,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
2582,542995,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2583,542999,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2584,543003,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2585,543036,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
2586,543040,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2587,543044,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2588,543069,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2589,543137,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
2590,543141,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2591,543151,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2592,543174,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
2593,543195,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE9808FFFFFF7FF11D681296386009FFFFFF7FF11A000000000807FFFFFF7FF1151631503B9808FFFFFF7FF114D1150A2FD007FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E95659808FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
2594,543294,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
2595,543298,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2596,543302,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2597,543306,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
2598,543310,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2599,543314,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2600,543318,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2601,543338,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
2602,543342,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2603,543346,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2604,543369,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2605,543419,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2606,543439,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
2607,543443,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2608,543447,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2609,543469,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2610,543540,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2611,543585,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
2612,543589,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2613,543597,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2614,543639,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2615,543644,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
2616,543648,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2617,543669,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2618,543673,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2619,543739,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2620,543743,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
2621,543747,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2622,543769,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2623,543839,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2624,543878,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
2625,543882,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2626,543886,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2627,543919,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2628,543939,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2629,543944,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2630,543948,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2631,543969,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2632,544039,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2633,544044,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2634,544047,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2635,544069,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2636,544139,127508,Battery Status,Garmin,6,255,2,1,8,0x017205FF7FFFFFFF
2637,544191,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
2638,544195,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2639,544200,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
2640,544204,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE9808FFFFFF7FF11D681296386009FFFFFF7FF11A000000000807FFFFFF7FF1151631503B9808FFFFFF7FF114D1150A2FD007FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E95659808FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
2641,544213,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
2642,544217,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2643,544221,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2644,544239,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2645,544245,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2646,544249,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2647,544269,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2648,544339,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2649,544345,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2650,544350,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2651,544369,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2652,544419,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2653,544481,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2654,544485,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2655,544488,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2656,544493,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2657,544539,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2658,544547,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
2659,544551,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2660,544576,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2661,544639,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2662,544647,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
2663,544652,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2664,544668,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2665,544673,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2666,544739,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2667,544786,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2668,544791,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2669,544795,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2670,544839,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2671,544849,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2672,544853,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2673,544871,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2674,544918,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2675,544939,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2676,544949,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2677,544954,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2678,544969,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2679,545039,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2680,545081,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
2681,545085,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2682,545089,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2683,545139,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2684,545151,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
2685,545155,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2686,545174,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
2687,545195,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE9808FFFFFF7FF11D681296386009FFFFFF7FF11A000000000807FFFFFF7FF1151631503B9808FFFFFF7FF114D1150A2F3408FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E95659808FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
2688,545202,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
2689,545210,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2690,545214,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2691,545239,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2692,545252,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF987AFF7FFF7FFD
2693,545256,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2694,545269,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2695,545339,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2696,545383,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF987AFF7FFF7FFD
2697,545387,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2698,545391,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2699,545418,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2700,545439,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2701,545453,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
2702,545457,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2703,545469,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2704,545539,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2705,545554,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2706,545558,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2707,545577,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2708,545639,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2709,545685,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
2710,545689,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2711,545693,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2712,545697,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2713,545739,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2714,545755,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2715,545759,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2716,545769,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2717,545839,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2718,545856,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
2719,545860,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2720,545869,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2721,545918,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
2722,545978,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2723,545982,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
2724,545986,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2725,545993,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2726,546039,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2727,546057,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
2728,546062,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2729,546069,129025,Position - Rapid Update,Garmin,3,255,2,1,8,0xFEFFFF7FFEFFFF7F
2730,546107,60928,ISO IOP_N2K_ADDR Claim,Garmin,9,255,6,1,8,0xB0A3B61C0082F0C0
2731,546111,60928,ISO IOP_N2K_ADDR Claim,Garmin,6,255,6,1,8,0x8CAEB71C00AAA0C0
2732,546122,60928,ISO IOP_N2K_ADDR Claim,Garmin,1,255,6,1,8,0x80AAA41C009650C0
2733,546139,127508,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
2734,546158,127250,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
2735,546162,127245,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
2736,546174,129029,GNSS Position Data,Garmin,3,255,3,0,43,0xFFDF40FEFFFFFFFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7FFEFFFFFFFFFFFF7F10FC00FE7FFE7FFEFFFF7F00
2737,546200,129540,GNSS Sats in View,Garmin,3,255,6,0,135,0xFFFF0B10D02493CE9808FFFFFF7FF11D681296386009FFFFFF7FF11A000000000807FFFFFF7FF1151631503B3408FFFFFF7FF114D1150A2F3408FFFFFF7FF1160B02F275A406FFFFFF7FF01BB91188BD7805FFFFFF7FF012FF0E95659808FFFFFF7FF0052E08DC179CFFFFFFFF7FF0195D01725F9CFFFFFFFF7FF01F450C88909CFFFFFFFF7FF0
2738,546297,129539,GNSS DOPs,Garmin,3,255,6,1,8,0xFFDFFFFFFFFFFFFF
2739,546301,129026,COG & SOG - Rapid Update,Garmin,3,255,2,1,8,0xFFFCFEFFFEFFFFFF
